PredictEd Knowledge Map,Version,11,LTM
de,11204,la,mettre,couleur,forest,parte,1803,15,12,1,1
vie,126,de,privée,en,sauve,militaire,13,5,4,1,1
saint,122,sur,suivaient,via,albans,gwenvael,4,1,1,1,1
pendant,120,la,l,plusieurs,deux,que,19,8,7,3,2
non,118,pas,ferreux,directement,vide,dévorés,7,1,1,1,1
moins,115,de,un,que,peut,directe,21,4,4,1,1
mort,115,de,à,le,prématurée,subite,22,4,3,1,1
cependant,114,pas,la,a,avec,à,6,2,1,1,1
forme,113,de,d,du,arrondie,disciple,28,14,4,1,1
cas,113,de,où,pour,la,résolument,22,9,4,3,1
souvent,111,les,fait,un,installée,jusqu,4,3,3,1,1
lieu,111,de,en,dans,et,les,24,9,5,4,2
nord,110,de,et,au,est,grand,22,14,5,2,1
fin,109,de,du,à,»,au,32,22,11,2,2
cet,108,album,endroit,édifice,exemple,embellissement,6,4,3,2,1
soit,106,en,le,pas,minimal,atv,4,4,4,1,1
avoir,102,des,pris,lieu,rencontré,joué,5,3,1,1,1
afin,102,de,d,que,qu,et,68,25,5,3,1
jeu,101,de,est,et,entre,repose,15,4,3,1,1
sud,101,de,du,au,selon,américain,22,9,1,1,1
m,100,et,de,pour,e,hyacinthe,4,4,2,2,1
reste,100,de,que,au,hors,trois,12,2,2,1,1
selon,100,le,laquelle,une,un,différents,14,9,5,4,1
nombreux,100,membres,personnages,plantages,terrains,désaccords,2,1,1,1,1
celle,99,de,d,des,du,sera,34,10,8,7,1
doit,97,être,avoir,fuir,diriger,débarquer,19,1,1,1,1
toutes,97,les,endémiques,ont,scènes,dérivées,58,2,1,1,1
effet,97,de,sur,subdivisée,décapiter,généralement,7,3,1,1,1
chaque,97,année,membre,échantillon,technique,configuration,12,1,1,1,1
toujours,95,en,confortables,prête,censément,distinguées,4,1,1,1,1
famille,95,de,des,shubert,pélegrin,cycadaceae,12,8,1,1,1
titre,95,de,original,indique,personnel,un,33,2,1,1,1
quatre,95,matches,communautés,premiers,cultes,géants,2,1,1,1,1
partir,94,de,du,d,des,en,48,23,8,5,3
étaient,94,d,devenus,dans,placées,mis,3,2,1,1,1
suite,94,à,le,un,plusieurs,connaissance,20,2,2,1,1
paris,94,et,où,le,a,hippiques,5,4,3,2,1
nouveau,93,centre,à,baath,et,périple,3,2,1,1,1
peuvent,92,varier,diminuer,aisément,garder,décider,1,1,1,1,1
elles,92,ont,se,peuvent,seront,et,11,5,2,2,1
dernier,92,s,moment,karaté,souffrant,homage,3,2,1,1,1
série,92,de,d,se,et,devient,20,7,2,2,1
certains,90,d,organes,herbicides,le,libéraux,2,1,1,1,1
cours,89,de,d,du,et,desquels,26,16,7,1,1
général,89,de,et,d,précy,aux,13,3,2,1,1
trouve,88,un,une,impliqué,différentes,principalement,7,3,1,1,1
nombre,87,de,d,total,maximal,important,45,17,2,1,1
permet,86,de,d,la,un,effectivement,37,19,4,2,1
part,86,de,aussi,»,symbolique,retrouvé,11,1,1,1,1
fils,85,de,du,d,et,aîné,12,7,6,5,5
sera,85,le,à,coupée,gérant,retardée,7,2,1,1,1
aujourd,84,le,dans,son,propriété,encore,4,2,2,1,1
nouvelle,83,fois,de,sert,création,tarte,3,2,1,1,1
toute,82,l,autre,en,lumière,cette,11,2,1,1,1
politique,82,de,et,français,favorable,monétaire,8,7,4,1,1
exemple,81,est,l,d,lors,qui,2,2,2,1,1
point,80,de,d,sur,il,suprême,27,5,3,1,1
saison,80,régulière,précédente,suivante,hivernal,un,5,4,3,1,1
beaucoup,80,de,plus,à,apprécier,en,28,12,2,1,1
cela,79,est,s,veut,de,dit,3,3,1,1,1
seul,79,le,et,à,État,représentant,5,3,3,1,1
notamment,79,dans,des,le,sur,un,7,5,4,2,1
père,78,de,antonin,avait,duchesne,lui,10,1,1,1,1
village,78,de,est,et,huit,un,16,7,4,1,1
devient,78,très,par,au,ensuite,porte,2,2,1,1,1
pouvoir,78,et,encore,unique,varier,comparer,3,1,1,1,1
dès,77,lors,l,le,les,qu,12,12,11,4,3
tant,77,que,qu,au,sur,une,44,9,2,2,1
chez,76,le,ses,eux,laquelle,arovell,3,2,2,1,1
quand,76,il,le,son,abruzzi,dans,13,8,2,1,1
jour,76,de,du,où,même,venu,11,4,2,1,1
grâce,75,à,aux,notamment,et,dans,53,9,2,1,1
carrière,75,de,dans,au,face,après,14,5,2,1,1
nombreuses,75,années,sections,gouvernantes,autres,nuances,4,1,1,1,1
centre,75,de,du,et,commercial,hospitalier,24,5,3,2,1
française,75,de,des,d,régionale,du,8,2,2,1,1
furent,73,dans,fondés,trouvés,un,exécutés,1,1,1,1,1
travail,73,de,le,que,qui,du,12,1,1,1,1
début,73,de,du,des,d,novembre,24,17,8,4,1
région,73,où,s,a,dijonnaise,revient,2,1,1,1,1
siècle,73,a,que,les,étant,dans,2,2,2,1,1
autre,72,décision,félin,donne,est,plan,1,1,1,1,1
rôle,72,de,dans,du,que,en,17,7,4,3,1
tard,71,dans,un,après,manchester,contre,5,1,1,1,1
compte,71,de,que,rester,onze,alors,7,3,1,1,1
commune,70,de,pour,natale,projetée,avec,12,2,2,1,1
jours,70,de,plus,et,qui,d,8,5,3,1,1
population,70,est,peuvent,afghane,ouvrière,vit,6,1,1,1,1
société,68,de,française,qui,dont,américaine,9,2,1,1,1
rapport,68,avec,à,au,aux,d,13,12,10,7,1
seconde,68,guerre,et,partie,force,se,10,6,4,1,1
près,68,de,du,d,systématiquement,étudiants,40,8,5,1,1
jean,68,de,richard,decottignies,v,badaire,6,1,1,1,1
nous,68,sommes,sont,jusqu,voulons,lisons,4,3,1,1,1
site,68,internet,des,ait,actuel,remonte,5,3,1,1,1
jeune,68,homme,femme,agent,varius,chiot,8,7,1,1,1
prix,67,des,pour,carbet,très,ernest,3,1,1,1,1
voir,67,aussi,la,le,couler,article,19,5,4,1,1
succès,67,de,complet,pour,non,électoral,7,1,1,1,1
histoire,66,de,administration,le,antiquité,rocambolesque,9,5,4,2,1
durant,66,la,les,sa,de,vingt,20,4,3,1,1
parmi,66,les,lesquels,ces,eux,celles,41,4,3,3,2
hommes,66,des,en,tandis,nouveaux,libres,1,1,1,1,1
année,65,dans,d,passe,grâce,scolaire,2,1,1,1,1
existe,65,aussi,des,en,deux,uniquement,9,6,3,3,1
États,65,et,le,où,dont,unis,6,2,2,1,1
tour,65,de,suivant,par,funéraire,au,7,2,1,1,1
ceux,65,de,des,qu,conservent,jugés,8,6,1,1,1
petit,64,rôle,à,d,village,parc,2,2,1,1,1
va,64,pas,de,avoir,devoir,remplacer,2,2,2,1,1
période,64,romaine,à,pour,est,a,3,2,1,1,1
car,64,il,les,le,elle,elles,15,7,7,6,2
porte,64,de,qui,aujourd,désormais,constitue,9,3,1,1,1
étant,63,dans,largement,impliqué,l,toute,2,1,1,1,1
personnes,63,et,en,nues,outre,habitent,4,3,1,1,1
gouvernement,63,de,fédéral,d,non,central,11,3,1,1,1
service,63,de,au,en,parallèle,dirigé,14,2,1,1,1
système,63,de,complet,frigorifique,solaire,et,22,1,1,2,1
ensuite,63,la,une,que,damian,joué,6,2,1,1,1
the,62,dark,shell,jimi,durutti,book,2,1,1,1,1
mois,62,de,d,avant,en,correspond,18,2,2,1,1
film,62,est,étaient,social,reprend,rock,3,1,1,1,1
chef,61,de,d,du,les,zaydite,27,8,5,1,1
habitants,60,sont,des,y,n,se,9,2,1,1,1
enfants,59,de,et,qui,lui,nés,10,6,2,1,1
membres,59,du,de,et,postérieurs,dont,16,15,2,1,1
terre,59,et,d,du,ou,benottes,5,3,2,2,1
mai,59,et,avec,sur,au,à,2,1,1,1,1
roi,59,paillard »,pierre,était,sassanide,arthur,1,1,1,1,1
maison,59,de,d,des,du,est,17,4,2,2,1
niveau,58,du,pré,inscrits,iii,espoirs,4,1,1,1,1
deuxième,58,moitié,tour,au,guerre,san,3,3,1,1,1
version,58,originale,initiale,remasterisée,dénuée,est,2,2,1,1,1
musique,58,de,empruntant,actuelle,iranienne,mêle,5,1,1,1,1
ligne,57,de,utilise,internet,longitudinale,télex,7,1,1,1,1
parfois,56,des,même,sur,vraiment,dans,5,2,1,1,1
of,56,canine,ebenezer,forth,eddie,love,1,1,1,1,1
base,55,de,du,à,qu,proportionnelle,12,6,1,1,1
corps,55,est,musculaire,complet,le,et,4,1,1,1,1
joueur,55,de,n,est,choisi,à,9,2,2,1,1
certaines,55,de,adénites,desquelles,inégalités,actions,7,1,1,1,1
tête,55,de,du,d,lors,que,9,6,4,2,1
public,55,plus,commença,par,avec,sont,3,1,1,1,1
type,55,de,mccallum,hawaiien,métabotropique,scada,20,2,1,1,1
face,54,à,aux,b,de,a,27,5,4,3,1
ayant,54,été,refusé,perdu,interprété,dressé,6,2,2,1,1
juin,54,en,et,un,avec,corr,1,1,1,1,1
eux,53,et,aussi,que,pour,est,4,3,2,1,1
développement,53,de,et,d,des,limité,14,5,4,4,1
lorsque,53,le,les,l,ceux,carlos,12,6,6,2,1
différentes,53,versions,et,régions,chez,provinces,3,2,1,1,1
malgré,53,les,un,le,la,l,8,6,5,5,3
surtout,53,le,du,la,chez,sur,4,3,2,2,1
là,53,où,que,aussi,même,cet,7,3,3,2,1
généralement,53,avec,à,le,cas,prendre,3,2,2,1,1
mars,52,et,à,reçoit,cependant,#,3,2,1,1,0
dit,52,à,regretter,boiteux,foncièrement,calcaire,3,1,1,1,1
environ,52,cavaliers,soldats,sur,et,salariés,1,1,1,1,1
terme,52,à,de,latin,nhr,plus,5,4,2,1,1
club,52,est,des,termina,reprend,sportifs,4,2,1,1,1
pierre,52,calcaire,loti,sont,ier,mathieu,1,1,1,1,1
différents,51,types,niveaux,concepts,adversaires,peuples,5,3,1,1,1
rapidement,51,le,de,sur,prise,galvaudé,5,3,2,1,1
donne,51,un,à,l,les,«,7,6,2,2,1
petite,51,ville,fille,manière,rivière,église,7,1,1,1,1
liens,51,externes,internes,et,des,avec,33,6,3,1,1
études,51,à,en,dans,morphologique,qu,5,2,2,1,1
plupart,51,des,de,du,d,dans,24,7,6,3,1
château,51,de,est,revint,françois,portera,17,3,1,1,1
parti,50,socialiste,libéral,s,agoudat,historique,5,3,2,1,1
rue,50,de,des,d,y,cette,9,4,3,1,1
femme,50,de,est,qui,avide,jessica,5,4,2,1,1
décembre,50,parviennent,de,du,des,à,1,1,1,1,1
faut,50,attendre,pas,également,remarquer,généralement,4,4,1,1,1
jamais,50,été,lieu,révélé,envoyé,abandonner,6,2,1,1,1
juillet,50,à,et,au,sur,selon,3,2,1,1,1
projet,49,en,était,qui,du,d,2,2,2,1,1
seulement,49,au,la,sont,dj,à,2,2,1,1,1
eu,49,lieu,trois,d,droit,comme,13,3,2,1,1
production,49,du,soviétique,audiovisuelle,très,en,2,1,1,1,1
fit,49,entrer,sa,obtenir,concéder,perdre,2,1,1,1,1
long,48,du,terme,des,règne,texte,4,4,3,1,1
sens,48,où,sont,que,particulier,c,2,2,1,1,1
j,48,peut,voulu,cherché,la,travaillé,1,1,1,1,1
avril,48,et,mai,surtout,par,#,3,2,1,1,0
possible,48,de,avec,à,au,plat,13,3,1,1,1
côté,48,de,français,palestinien,gauche,d,11,2,1,1,1
fort,47,de,que,élevé,selon,procédant,4,1,1,1,1
grandes,47,salles,régions,fêtes,concentrations,difficultés,2,2,1,1,1
époque,47,que,de,minoenne,romaine,des,5,2,1,1,1
conseil,47,d,des,général,supérieur,pour,10,5,4,1,1
propre,47,de,jeu,agence,service,société,3,2,1,1,1
utilisé,47,pour,par,est,en,sur,13,7,3,2,1
autour,47,de,du,d,des,régnait,23,13,5,5,1
assez,47,important,jeune,conventionnel,hiératique,flou,3,2,1,1,1
importante,46,pour,localité,production,usine,polémique,2,1,1,1,1
donné,46,à,son,qu,en,au,6,5,3,2,2
dernière,46,version,guerre,n,est,représente,2,2,1,1,1
laquelle,46,il,le,un,oxana,juba,10,3,1,1,1
premiers,46,mois,films,tours,colons,tourtons,2,1,1,1,1
toutefois,46,une,la,qu,à,faire,2,2,1,1,1
important,46,de,pour,que,est,apport,9,4,3,2,1
historique,46,du,il,des,avant,qui,3,2,2,1,1
possède,46,une,un,deux,aussi,plusieurs,13,6,3,2,1
rencontre,45,d,et,des,aller,quelques,1,1,1,1,1
femmes,45,ont,originaires,françaises,briqueville,par,3,1,1,1,1
font,45,de,des,régner,autorité,ainsi,4,1,1,1,1
façon,45,dont,toujours,plus,intuitive,convaincante,6,1,1,1,1
né,45,le,à,dans,après,au,25,5,3,2,1
novembre,45,est,au,à,de,d,1,1,2,1,1
milieu,44,de,des,du,droit,o,14,5,5,1,1
devant,44,le,la,dieu,traverser,se,7,4,2,1,1
cinq,44,ans,années,sièges,travées,campagnes,6,3,1,1,1
octobre,44,au,date,et,#,#,3,1,1,0,0
feu,44,beaucoup,ennemi,britannique,violent,alain,1,1,1,1,1
lorsqu,44,homer,opposent,part,va,rencontra,1,1,1,1,1
décide,44,de,d,donc,alors,que,22,7,4,3,1
but,44,de,d,est,inscrit,du,17,6,5,1,1
président,44,de,abandonnent,vincent,johnson,harry,12,1,1,1,1
style,44,néo,des,direct,préraphaélite,musical,3,1,1,1,1
droit,43,d,voire,avocat,qu,où,5,1,1,1,1
tandis,43,que,qu,#,#,#,35,8,0,0,0
seule,43,la,une,grande,saison,différence,4,3,1,1,1
fille,43,du,tout,qui,naïve,louise,5,2,1,1,1
mise,43,en,au,à,hors,dans,30,4,3,1,1
personne,43,de,par,donnée,qu,est,4,1,1,1,1
déjà,43,établies,décrite,rédigée,représentés,illustré,1,1,1,1,1
manière,43,concordante,le,depuis,collective,discontinue,1,1,1,1,1
championnat,43,de,d,majeur,pour,fut,8,7,1,1,1
créé,43,en,par,sa,et,puis,11,7,1,1,1
semble,42,pas,que,mettre,toutefois,être,5,5,1,1,1
présente,42,une,un,le,aux,la,5,4,3,1,1
septembre,42,et,#,#,#,#,2,0,0,0,0
parc,42,national,de,social,privé,à,6,5,1,1,1
date,42,de,du,officielle,écrite,lui,12,7,1,1,1
mis,42,en,au,l,dans,le,20,5,1,1,1
homme,42,politique,de,fait,femme,ou,9,3,1,1,1
raison,42,de,des,une,bannie,en,15,5,1,1,1
avaient,42,subi,trouvé,encore,droit,connus,2,2,1,1,1
passe,42,son,pas,antérieurement,doucement,temps,3,2,1,1,1
anglais,42,et,au,michael,ne,qui,4,2,1,1,1
demande,42,à,de,ce,insistante,pas,13,9,2,2,1
moment,41,de,et,des,quantum,comme,9,2,1,1,1
prendre,41,des,le,contact,un,à,4,4,2,2,2
coupe,41,du,d,de,piatigorsky,»,10,9,3,1,1
aucune,41,mise,de,confirmation,vente,mention,1,1,1,1,1
national,41,de,des,du,d,puis,5,4,4,3,1
troisième,41,personne,place,lp,roman,première,1,2,1,1,1
points,41,de,d,principaux,secondaires,essentiels,7,5,2,1,1
charge,41,la,des,située,utilise,intensive,3,2,1,1,1
moyen,41,d,du,et,des,très,5,2,2,1,1
nécessaire,40,de,pour,d,face,à,9,7,5,1,1
km,40,de,h,dans,à,exploités,10,9,2,2,1
mère,40,de,était,saint,cruelle,le,5,2,1,1,1
construction,40,d,de,était,avaient,dans,8,7,2,1,1
groupes,40,professionnels,régionaux,portant,géographiques,industriels,1,1,1,1,1
conditions,40,de,que,plus,fiscales,techniques,6,3,1,1,1
données,40,dans,au,partagées,sont,est,2,1,1,1,1
aurait,40,été,eu,enseigné,exécuté,bénéficié,6,2,1,1,1
connu,40,pour,sous,des,sa,festival,6,4,4,1,1
haut,39,de,niveau,à,en,édifice,4,3,2,1,1
mettre,39,fin,à,un,d,leurs,5,3,3,1,1
maître,39,de,à,international,giovanni,mais,9,2,1,1,1
nouvelles,39,technologies,guidés,mesures,formes,compositions,4,1,1,1,1
mouvement,39,de,national,hippie,précieux,en,6,2,1,1,1
biographie,39,fils,kees,se,felix,il,2,1,1,1,1
œuvre,39,de,est,à,la,étrange,3,2,2,1,1
création,39,de,d,du,cette,à,10,9,2,1,1
externes,39,d,de,participent,on,#,1,1,1,1,0
territoire,39,de,est,néerlandais,ennemi,avec,9,3,1,1,1
prend,39,le,en,les,du,rapidement,7,5,2,1,1
fonction,39,de,des,coût,du,est,10,6,2,2,1
particulier,38,dans,de,le,on,à,5,4,2,1,1
liste,38,des,de,du,il,fournie,20,4,1,1,1
appelé,38,aussi,à,virus,family,oculus,2,2,1,1,1
jeux,38,olympiques,vidéo,de,pour,pokémon,7,5,4,1,1
départ,38,de,d,deux,«,en,9,2,1,1,1
millions,38,de,d,en,au,et,21,9,3,1,1
combat,38,pour,les,qui,construit,malgré,2,2,2,1,1
faisant,38,partie,un,état,campagne,passer,4,3,1,1,1
louis,38,ii,blériot,à,de,et,2,1,1,1,1
contrôle,38,de,des,du,et,en,9,3,3,2,1
commence,38,à,par,une,des,sa,17,4,2,1,1
aucun,38,élément,cas,autre,n,championnat,2,2,1,1,1
notre,38,temps,de,étoile,dernier,des,2,2,1,1,1
principalement,38,porté,utilisé,du,l,connu,2,1,1,1,1
bon,38,nombre,ordre,génie,qui,de,3,2,1,1,1
dix,37,ans,glaciers,mois,huit,raffineries,9,1,1,1,1
nommé,37,peu,évêque,membre,japonaise,winter,1,1,1,1,1
révolution,37,bolivarienne,russe,donne,philippine,pour,1,1,1,1,1
mode,37,d,solo,esclave,mineur,bad,2,2,1,1,1
mer,37,d,Égée,énorme,chaque,que,3,2,1,1,1
frère,37,et,puîné,après,jacques,mark,1,1,1,1,1
cause,37,de,des,du,d,un,13,8,5,2,1
formation,37,d,du,au,est,militaire,5,2,2,1,1
située,37,à,dans,sur,en,sous,10,7,4,3,1
premières,36,places,opérations,conclusions,grandes,dents,2,1,1,1,1
serait,36,un,cité,éditeur,une,rationnel,3,1,1,1,1
langue,36,arabe,française,grecque,qu,orale,2,2,1,1,1
vue,36,d,et,en,à,sous,5,3,1,1,1
retrouve,36,la,un,sa,régulièrement,perdue,4,1,1,1,1
p,36,ex,a,pellerin,dans,#,1,1,1,1,0
trop,36,de,importante,rapides,grand,faible,3,2,1,1,1
plan,36,physique,moral,chu,sentimental,que,2,1,1,1,1
ii,36,de,d,à,se,termine,4,1,1,1,1
finale,36,unira,»,entre,du,orageux,1,1,1,1,1
économique,36,et,est,exclusive,schumpeter,a,6,2,2,1,1
troupes,35,dans,allemandes,de,légères,nordistes,2,2,2,1,1
membre,35,du,de,possède,duconseil,titulaire,11,8,1,1,1
mesure,35,où,jusqu,zhu,lui,environ,3,1,1,1,1
loi,35,de,hadopi,émanant,en,peu,2,1,1,1,1
livres,35,et,de,sont,avec,sibyllins,5,4,1,1,1
passé,35,dans,par,devant,que,avec,2,2,1,1,1
janvier,35,le,à,la,#,#,1,2,1,0,0
zone,35,d,inclut,des,au,frontalière,2,1,1,1,1
force,35,à,terrestre,politique,subie,l,2,1,1,1,1
désormais,35,un,une,habitée,la,sous,3,2,1,1,1
position,35,de,sexuelle,critique,et,lors,7,1,1,1,1
écrit,35,de,sur,un,le,en,3,3,3,2,1
vient,35,de,du,d,directement,remplacer,8,6,3,1,1
livre,35,d,à,troisième,par,examine,3,2,1,1,1
poste,35,de,d,client,qu,que,15,3,1,1,1
principal,35,ont,ministre,suspect,avec,miné,1,1,1,1,1
compagnie,35,de,à,benjamin,d,mécanisée,7,2,1,1,1
ailleurs,35,que,une,la,obtenu,soumis,2,2,2,1,1
direction,34,de,des,actuelle,principale,env,10,4,1,1,1
radio,34,et,est,française,sur,passe,3,2,1,1,1
réseau,34,de,est,international,teletel,suisse,3,3,2,1,1
modèle,34,de,du,initial,consistant,original,7,2,1,1,1
sécurité,34,des,qui,palestiniens,ne,et,3,1,1,1,1
militaire,34,afin,et,dans,après,boulevard,2,2,1,1,1
victoire,34,de,à,finale,des,est,8,3,3,1,1
roman,34,d,de,policier,assez,shuǐ,3,2,1,1,1
nos,34,jours,héros,sociétés,idées,humillimas,16,1,1,1,1
met,34,en,à,fin,longtemps,sa,9,4,2,1,1
août,34,badajoz,sur,dimanche,#,#,1,1,1,0,0
taille,34,de,est,moyenne,courte,était,4,2,2,1,1
programme,34,silent,commun,au,« renouveau,informatique,1,1,1,1,1
source,34,de,d,mais,au,facile,6,3,1,1,1
situé,34,à,dans,au,immédiatement,deux,10,5,5,1,1
particulièrement,34,bien,impliqués,longs,éprouvantes,accessibles,2,1,1,1,1
techniques,34,de,Évolutions,inter,parfaites,efficaces,9,1,1,1,1
principe,33,de,du,d,que,tous,5,3,3,2,1
recherche,33,de,et,en,comme,la,6,3,3,1,1
john,33,mcdouall,black,roddam,dans,irving,1,1,1,1,1
construit,33,sur,à,au,pour,afin,3,2,1,1,1
politiques,33,dominantes,sur,le,urbaines,mises,1,1,1,1,1
signifie,33,que,qu,guêpe,celui,violoncelle,5,3,1,1,1
enfin,33,le,professeur,achevés,apaisés,gagner,2,2,1,1,1
bas,33,de,et,uniquement,âge,où,4,2,1,1,1
technique,33,de,d,a,au,avec,10,3,2,1,1
