PredictEd Knowledge Map,Version,11,LTM
the,15436,following,scientific,neuron,evolution,bookcc,39,33,22,4,1
use,404,of,the,and,descriptive,psychology,118,23,4,2,1
had,403,the,recently,chosen,few,read,16,4,2,2,1
what,399,makes,was,i,works,seems,11,6,5,4,1
information,398,that,about,can,collected,processors,40,32,10,1,1
d,398,y,depression,j,#,#,1,1,1,0,0
health,392,and,problems,organization,surveys,committee,33,15,10,2,1
others,384,�,who,the,helping,feature,6,6,6,2,1
experience,383,of,that,our,helps,at,77,3,2,1,1
his,378,or,work,leg,bobo,laboratory,80,7,1,1,1
time,376,and,when,than,but,develop,25,15,4,3,1
cognitive,376,development,and,sciences,psychologist,the,32,17,5,2,1
us,372,to,understand,better,in,for,89,17,6,4,3
many,372,of,people,different,phenomena,students�,39,33,23,1,1
different,369,types,cultures,methods,model,topics,24,9,3,1,1
c,369,g,a,d,l,s,2,1,1,1,1
children,367,are,in,and,on,turn,20,19,12,3,2
l,365,p,cst,j,#,#,1,1,1,0,0
self,357,and,is,effect,of,actualization,39,13,7,5,1
disorders,356,in,such,were,fearing,emotions,20,7,3,2,2
learning,353,objectives,by,about,to,outcomes,56,10,10,8,1
been,352,able,argued,released,jonoki,an,6,3,2,1,1
he,347,or,was,saw,also,put,72,32,3,1,1
all,336,the,behaviour,have,together,aspects,49,5,4,3,1
used,335,to,by,and,three,your,120,15,2,1,1
each,331,of,other,chapter,including,other�,66,62,3,1,1
human,330,behaviour,behavior,behaviours,motivations,reason,34,9,6,3,1
group,329,members,of,by,togetherness,behaviour,34,19,2,1,1
between,325,the,men,values,people,your,97,11,3,3,1
there,321,is,are,were,basic,it,134,120,10,2,1
study,321,of,the,topics,such,reported,82,33,2,1,1
although,313,they,many,scientific,scientists,science,18,7,2,1,1
g,313,o,b,a,exists,or,1,1,1,1,1
likely,305,to,than,help,increase,voting,230,7,1,1,1
help,299,us,them,students,my,focus,51,34,2,1,1
even,297,though,when,collect,entirely,possible,44,25,1,1,1
i,296,was,felt,found,first,link,24,4,3,1,1
through,293,the,their,reinforcement,sensation,development,94,6,5,2,2
b,291,f,c,b,hall,on,4,3,1,1,1
then,289,the,shown,chose,leads,increases,34,1,1,1,1
person,288,will,feels,biological,needs,looking,5,2,1,1,1
intelligence,284,is,and,test,of,the,22,15,11,4,4
part,284,of,because,to,the,i,101,35,9,3,2
would,282,be,have,not,like,taste,69,32,15,3,1
those,281,who,with,data,questions,posed,85,26,2,1,1
psychologists,275,use,study,who,in,do,18,14,7,4,2
p,275,m,p,#,#,#,12,1,0,0,0
participants,274,were,was,all,completed,tasted,45,2,2,2,1
negative,271,reinforcement,events,factors,life,qualities,10,10,2,2,1
only,266,to,two,what,probabilistic,make,9,4,2,1,1
language,266,in,acquisition,use,we,tasks,6,6,3,2,1
found,265,that,to,some,it,positive,162,22,3,2,1
make,264,it,sense,very,much,decent,26,7,1,1,1
see,263,in,that,the,if,ourselves,60,36,27,8,1
including,262,the,a,michael,observation,depression,35,3,1,1,1
life,261,and,of,in,experiences,over,10,8,6,3,1
mental,258,health,disorders,processes,hospitals,aspects,81,20,9,2,1
two,258,fundamental,teas,features,close,were,3,2,1,1,1
well,256,as,and,of,have,to,112,5,4,3,2
t,255,as,w,c,bugental,reflects,2,1,1,1,1
her,254,research,contributions,thinking,through,feet,5,2,1,1,1
into,254,the,consideration,play,psychology,which,65,6,4,1,1
positive,254,or,psychology,emotions,impacts,factors,10,9,9,3,1
your,253,own,goals,students,conceptions,preconceptions,25,1,1,1,1
work,252,in,on,of,and,that,25,17,12,6,4
therapy,250,is,for,and,as,a,34,12,7,4,3
behaviours,248,are,and,will,we,caused,26,8,2,1,1
york,245,harper,oxford,henry,plenum,pocket,2,2,1,1,1
h,245,f,h,�,w,#,1,1,1,1,0
development,244,of,and,in,was,pose,73,15,12,2,1
after,244,the,they,learning,several,having,53,15,3,3,1
both,244,of,in,researchers,represent,genes,10,2,1,1,1
long,238,description,descriptions,periods,it,antidepressant,53,26,4,4,1
�the,234,psychology,handbook,most,proportion,importance,7,5,4,1,1
known,232,as,to,of,for,example,185,18,4,3,1
less,231,likely,concerned,essential,confident,control,34,2,1,1,1
sexual,229,disorders,dysfunction,desires,impulses,experiences,10,10,5,4,1
k,229,#,#,#,#,#,0,0,0,0,0
effects,228,of,on,and,may,is,116,24,3,3,1
�journal,227,of,#,#,#,#,227,0,0,0,0
might,225,be,not,help,well,report,43,18,4,2,1
ny,223,guilford,mcgraw,free,academic,vintage,32,10,9,4,2
often,222,without,extremely,unable,not,connected,4,2,2,2,1
response,222,to,is,of,marketing,not,37,13,7,1,1
up,221,to,the,like,right,after,40,21,2,1,1
emotions,220,and,are,as,the,affect,24,16,4,2,1
same,219,time,test,questions,topic,behaviours,36,2,2,1,1
so,218,that,the,functionalists,one,beautiful,24,5,1,1,1
first,217,three,and,edition,started,name,3,2,2,1,1
chapter,217,summary,with,and,opener,openers,32,3,3,3,1
physical,215,or,characteristics,aspects,therapy,injuries,6,2,2,1,1
influence,215,our,the,behaviour,thinking,it,24,15,7,2,1
sleep,215,is,and,on,processes,are,13,3,3,2,1
instance,214,by,and,�the,involving,suddenly,3,1,1,1,1
better,213,than,understanding,the,relate,organized,33,4,2,1,1
studies,212,have,of,the,illustrating,marked,28,14,6,1,1
w,210,w,�,#,#,#,1,1,0,0,0
system,210,is,and,matters,by,�the,19,10,1,1,1
theory,209,of,in,to,of�,applied,79,4,2,1,1
very,209,difficult,high,accurate,little,unusual,13,6,6,5,1
out,208,of,the,how,an,later,54,21,2,1,1
ability,207,to,of,in,that,concrete,156,17,3,2,1
body,204,to,and,works,through,back,9,5,2,1,1
over,203,the,many,long,five,its,45,5,3,1,1
think,202,that,about,of,they,these,56,36,16,7,1
during,201,the,a,rem,world,our,74,9,8,3,2
she,200,will,had,may,might,is�fundamentally,12,11,3,2,1
press,200,the,a,either,inc,oxford,6,3,1,1,1
using,199,the,many,our,a�creative,this,36,2,2,1,1
anxiety,196,and,in,�,between,arousal,19,5,4,1,1
no,196,longer,one,evidence,apparent,less,24,5,4,2,1
its,195,causes,potential,focus,support,history,3,2,2,1,1
university,194,press,of,students,research,developed,70,42,15,1,1
differences,193,in,among,that,and,provide,81,12,5,3,1
f,192,h,c,t,�,#,1,1,1,1,0
own,191,behaviour,name,behaviours,actions,thoughts,8,6,6,4,3
being,191,developed,tested,brewed,done,allowed,5,3,1,1,1
thinking,189,about,and,helps,activities,styles,22,15,1,1,1
years,182,of,to,and,from,while,32,9,5,1,1
process,182,of,known,called,examples,with,47,10,3,1,1
women,181,who,and,than,dressed,into,14,10,5,1,1
org,180,wiki,licenses,wikipedia,mbti,neuro,84,74,3,1,1
journal,179,of,articles,devoted,citations,dedicated,152,4,2,1,1
drugs,178,that,can,from,work,such,22,5,1,1,1
focus,175,on,in,students,unconscious,do,62,3,1,1,1
n,174,sleep,j,full,d,to,4,1,1,2,1
students,174,to,understand,organize,on,of,11,2,1,1,1
individual,174,differences,difference,people,differences�are,papers,26,7,1,1,1
learn,174,about,that,more,in,through,16,7,3,2,2
child,173,is,to,abuse,was,showed,11,4,4,2,1
treatment,170,of,for,and,on,by,39,10,8,1,1
emotional,170,responses,reactions,arousals,release,effect,14,5,2,2,1
control,169,of,group,our,over,a,13,12,11,9,2
three,168,major,letters,techniques,criminally,elements,6,4,1,1,1
men,167,and,who,to,because,from,41,13,4,1,1
science,167,of,is,cannot,may,could,8,3,1,1,1
table,164,of,personal,level,school,date,2,1,1,1,1
did,164,not,this,matter,them,freud,72,4,1,1,1
able,163,to,to�graph,and,#,#,161,1,1,0,0
any,160,other,one,of,research,information,17,13,7,2,1
approach,160,and,as,has,was,my,7,3,2,2,1
sex,160,differences,and,stereotyping,control,concepts,19,7,2,1,1
responses,159,to,of,are,such,from,38,10,4,3,2
test,159,of,the,item,will,evolutionary,14,9,1,1,1
age,159,of,and,were,�leaky�,problems,17,5,2,1,1
problems,156,and,that,with,can,than,11,8,8,2,1
another,155,important,reason,more,difficulty,they,7,3,2,2,1
factors,155,that,and,occur,operate,buyer�s,23,5,1,1,1
understand,154,the,and,behaviour,everyday,all,41,11,9,2,2
high,153,levels,broadband,until,skill,challenge,12,1,1,1,1
drug,152,and,therapy,or,addiction,being,12,6,4,2,1
could,152,not,have,they,i,understand,25,7,2,1,1
much,152,greater,research,harder,depression,human,4,3,2,1,1
emotion,151,and,of,what,when,the,9,3,1,1,1
among,151,the,people,them,many,others,40,11,4,1,1
problem,150,is,solving,that,by,of,19,17,5,4,3
change,150,in,our,campaigns,them,through,34,8,2,1,1
review,150,of,the,and,are,your,62,24,4,1,1
www,149,flickr,huffingtonpost,rc,psyccareers,artsci,32,2,1,1,1
events,148,that,without,has,could,around,30,1,1,1,1
depression,146,is,in,affects,can,between,4,4,1,1,1
way,146,to,that,of,they,people,23,22,19,3,2
variables,146,that,in,are,and,of,17,14,10,6,6
like,146,the,to,i,star,puppets,14,10,3,1,1
based,144,on,their,teams,only,cognitive,128,2,1,1,1
under,144,cc,stress,different,an,certain,69,12,6,1,1
rather,144,than,a,that,simple,mundane,95,3,3,1,1
early,144,and,childhood,psychologists,greek,psychology,13,6,5,1,1
become,143,a,convinced,aggressive,depressed,intertwined,7,3,2,1,1
does,142,not,indeed,help,our,hesitate,78,2,2,1,1
groups,142,of,is,and,in,after,12,5,4,2,1
while,142,the,they,denying,these,freud�s,27,17,1,1,1
major,142,perspectives,negative,goal,for,research,5,2,2,1,1
result,141,of,in,is,found,emerged,84,16,5,2,1
al,140,the,#,#,#,#,1,0,0,0,0
remember,140,the,that,and,or,cues,28,8,6,2,2
et,139,al,#,#,#,#,139,0,0,0,0
cases,138,the,we,of,than,data,20,13,8,1,1
variety,138,of,in,and,#,#,134,2,1,0,0
canada,138,in,may,apprentice,student,will,1,1,1,1,1
changes,138,in,that,were,came,such,63,14,3,1,1
made,138,to,in,possible,clear,relevant,11,3,2,1,1
experiences,138,that,in,and,are,scientifically,12,10,10,7,1
idea,138,that,of,about,behind,evolution,56,36,2,2,1
create,137,a,the,an,new,societies,29,6,6,5,1
symptoms,136,of,and,that,may,drug,39,7,5,3,1
individuals,135,who,to,and,cope,stand,21,9,7,5,1
occur,135,in,when,at,across,outside,33,19,4,2,1
activity,135,in,within,for,with,underlying,27,3,3,3,1
consciousness,135,and,without,with,itself,using,5,4,2,1,1
situation,134,is,around,influence,will,a,6,1,1,1,1
stimulus,133,is,and,in,remains,which,10,5,3,2,1
relationships,133,with,among,between,in,within,18,13,12,3,1
description,133,of,five,important,career,�,8,1,1,1,1
role,132,of,in,for,that,the,77,25,4,4,1
cortex,132,is,�,region,provides,creates,14,3,1,1,1
researchers,131,found,and,realized,made,analyzed,10,5,1,1,1
frequently,131,in,best,exposed,influence,prefer,5,1,1,1,1
particularly,131,concerned,thorough,through,helpful,alcohol,3,1,1,1,1
animals,130,and,to,have,had,more,11,7,7,2,1
arousal,130,and,in,�,flow,of,10,3,2,1,1
performance,129,and,is,in,or,outcomes,11,8,4,2,2
occurs,129,when,in,frequently,immediately,automatically,38,17,1,1,1
alcohol,128,and,abuse,or,to,makes,13,12,6,3,1
association,127,test,is,classical,for,convention,6,5,2,2,1
experimental,126,psychology,social,research,and,psychologist,23,21,19,2,1
right,126,brain,now,world,tendencies,sigmund,9,4,1,1,1
types,126,of,and,or,rapid,depending,92,5,1,1,1
feel,126,sick,special,anything,drunk,no,2,1,1,1,1
situations,124,and,have,over,such,goes,8,3,1,1,1
good,124,at,parent,friends,information,enough,6,2,1,1,1
relationship,124,between,is,to,of,made,42,10,10,2,1
get,124,people,up,food,as,around,3,2,1,1,1
effect,124,on,of,information,relations,if,20,19,1,1,1
theories,124,of,have,about,to,that,46,6,6,3,2
evidence,123,for,that,from,of,to,33,25,10,7,7
levels,123,of,are,corresponds,to,between,70,4,2,2,1
whereas,123,the,other,only,aristotle,psychologist,32,12,3,2,1
coping,122,with,in,among,alone,mechanisms,20,3,2,1,1
words,121,related,�psyche,�computer�,to,under,3,1,1,2,1
world,121,around,health,through,mental,knowledge,19,8,5,2,1
develop,121,and,theories,more,their,skilled,4,3,2,2,1
neurons,121,that,are,have,or,taken,10,9,2,1,1
patients,120,with,that,experienced,recover,talk,21,1,1,1,1
parents,119,to,who,in,use,of,5,5,2,2,2
school,119,of,and,or,psychologists,has,23,8,4,2,1
memories,119,are,and,that,as,from,16,7,6,2,1
everyday,119,life,lives,behaviour,social,tasks,42,14,9,2,1
know,119,that,what,the,it,why,16,13,8,3,2
potential,119,to,causes,higher,as,threatening,6,2,1,2,1
processes,118,of,that,such,was,will,22,13,3,1,1
general,118,psychiatry,psychology,principles,public,values,17,5,2,2,1
common,117,framework,sense,they,knowledge,set,3,2,1,1,1
include,117,the,differences,donald,customs,conformity,19,1,1,1,1
consider,117,the,how,a,what,to,49,8,8,2,2
schizophrenia,117,is,the,a,odd,has,14,3,1,1,1
why,117,do,it,using,things,this,5,3,1,1,1
american,117,psychological,psychologist,psychologist�,psychology,psychologists,19,14,2,2,1
example,117,of,is,image,from,�if,35,6,2,2,1
lead,116,to,us,them,people,the,59,23,5,4,4
feelings,116,of,are,using,feelings,so,22,7,1,1,1
similar,116,to,and,context,the,game,45,4,1,1,1
before,115,the,they,it,movement,beginning,28,14,6,1,1
whether,115,or,they,it,you,research,14,9,8,5,1
knowledge,115,about,of,and,of�psychology,enables,17,16,6,1,1
attention,115,to,is,of,span,externally,22,5,2,2,1
results,115,of,in,can,depending,could,35,11,2,1,1
principles,115,of,to,and,from,have,75,7,3,2,2
need,114,to,for,and,because,our,53,23,2,1,1
aggression,114,is,in,and,of,�,11,9,8,2,1
perception,114,of,and,fluctuates,motivated,in,17,10,2,1,1
just,113,as,read,his,reading,heard,26,4,1,1,1
behavior,113,and,in,social,of,�health,11,5,1,1,1
conditioning,113,is,though,accidentally,study,include,7,1,1,1,1
stimuli,113,that,are,in,and,�this,13,8,7,6,1
sense,112,of,that,all,psychological,at,64,14,1,1,1
take,112,a,to,you,home,ownership,20,3,2,1,1
where,112,they,i,sports,can,many,13,2,1,1,1
biological,112,psychology,determinants,influences,to,imbalances,10,3,2,1,1
number,111,of,in,to,table,each,89,3,1,1,1
public,110,domain,at,post,media,is,44,2,1,1,1
image,110,attributions,of,strike,had,when,54,16,2,1,1
should,110,be,not,limit,always,they,32,12,3,2,1
around,110,us,the,them,which,his,31,26,23,1,1
family,110,and,therapists,difficulties,values,or,14,2,1,1,1
increase,110,the,their,a,dramatically,metabolism,16,6,5,2,1
retrieved,110,from�http,from,july,may,june,46,26,11,9,7
unconscious,110,processing,processes,thoughts,in,preferences,5,5,5,2,1
effective,109,than,lives,�,balance,learning,13,4,2,1,1
however,109,if,#,#,#,#,1,0,0,0,0
making,109,it,the,predictions,sense,in,14,8,4,3,1
reinforcement,108,and,involves,means,positive,are,11,2,2,2,2
my,108,students,approach,pedagogy,lectures,writing,4,1,1,1,1
environment,108,or,on,should,most,play,3,3,1,1,1
difficult,107,to,for,because,as,�,38,21,3,2,1
sensory,107,information,cortex,areas,input,awareness,12,9,2,2,1
psychologist,107,who,description,whose,known,wilhelm,12,1,1,1,1
understanding,107,of,and,human,behaviour,its,35,8,5,3,2
together,107,and,the,for,�,without,3,2,1,1,1
fact,106,that,the,to,we,everything,47,4,2,1,1
members,106,of,and,are,who,whose,39,4,4,3,1
terms,106,of,and,to,that,positive,95,2,1,1,1
tests,106,are,of,were,the,during,13,8,3,1,1
associated,105,with,such,principle,over,child,92,1,1,1,1
asked,104,to,the,by,why,many,61,6,2,1,1
left,104,and,to,or,ear,people,12,6,3,3,2
low,104,levels,level,to,skill,challenge,6,2,2,1,1
specific,104,behaviours,and,examples,needs,perceptions,4,3,1,1,1
given,103,the,characteristic,event,even,conscious,17,2,1,1,1
mind,103,and,is,controls,itself,evolutionary,10,9,1,1,1
things,102,that,happen,when,differently,related,35,1,1,1,1
causes,102,of,are,tend,at,for,47,2,1,1,1
provide,101,a,you,personal,counselling,facts,23,2,1,1,1
model,101,of,is,than,�in,emerged,40,5,1,1,1
toward,101,a,other,individualism,promoting,interdependence,10,3,1,1,1
nervous,100,system,and,systems,tissue,system�,89,4,3,1,1
visual,99,cortex,information,stimuli,attention,percepts,28,10,5,3,1
key,99,takeaways,adaptive,component,concepts,areas,60,1,1,1,1
critical,99,thinking,and,examination,as,level,60,1,1,1,1
�psychological,99,science,bulletin,review,inquiry,research,37,35,17,2,1
mood,99,disorders,and,�annals,enhancer,find,33,5,1,1,1
traits,99,on,you,eeg,�american,found,3,1,1,1,1
adults,98,in,were,with,and,less,4,3,3,2,1
level,98,of,can,cognition,consists,as,41,1,1,1,1
food,98,or,tray,delivered,pellet,rewards,3,1,1,1,1
tend,98,to,response,toward,not,#,87,8,1,1,0
determine,98,the,whether,what,if,where,29,13,9,9,2
patient,98,has,could,if,essentially,�,9,2,1,1,1
try,98,to,this,multiple,looking,drugs,65,7,1,1,1
thus,97,the,it,improves,makes,remain,11,3,2,1,1
scientific,97,method,research,study,methods,method�as,17,11,10,4,1
characteristics,97,of,that,among,too,our,34,9,1,1,1
state,97,of,university,after,property,can,27,12,1,1,1
measure,96,of,the,thoughts,psychological,bodily,37,7,1,1,1
fear,96,of,learning,could,transferred,responses,42,3,1,1,1
learned,96,to,the,information,over,material,12,9,3,1,1
least,96,some,in,temporarily,five,under,32,22,2,2,1
approaches,96,and,that,used,�psychological,is,4,3,1,1,1
ways,95,that,of,so,i,personality,25,15,1,1,1
explain,95,how,why,all,everything,important,23,16,2,1,1
thoughts,94,and,that,of,or,would,21,5,4,3,1
skills,94,to,and,of,will,such,7,6,3,1,1
nature,94,of,and,versus,or,in,27,15,7,6,3
developed,93,the,a,over,an,�social,10,10,3,3,1
again,93,after,and,because,shown,of,4,4,2,1,1
themselves,93,and,in,that,influence,elicit,12,6,3,2,1
form,92,of,the,a,so,regionally,33,10,7,1,1
either,92,the,to,of,true,more,7,4,2,1,1
average,92,testosterone,fewer,hours,canadian,fatal,2,1,1,1,1
loss,92,of,is,can,as,do,38,2,2,1,1
clinical,91,psychology,and,practice,settings,trials,23,9,4,1,1
outcomes,91,of,than,as,cannot,such,14,3,2,1,1
cause,91,depression,�,is,or,our,2,1,1,1,1
outcome,91,of,that,ahead,before,as,18,2,1,1,1
stage,91,model,theory,for,can,hypothesized,6,5,2,1,1
caused,91,by,the,our,adherents,its,61,10,1,1,1
com,91,photos,watch,article,sureteduquebec,data,32,19,3,1,1
genetics,90,is,and,on,�,alone,7,4,3,1,1
without,90,drugs,a,making,testing,experiencing,3,1,1,1,1
behavioural,90,and,variables,questions,neuroscience,psychology,5,3,1,1,1
support,90,for,the,each,their,a,12,11,3,1,1
times,90,in,to,over,or,each,5,4,3,1,1
personal,89,value,advice,or,statements,to,2,1,1,1,1
environmental,89,factors,stimuli,funding,psychology,histories,28,2,1,1,1
case,89,studies,the,study,there,by,12,7,5,2,2
areas,88,of,in,are,and,where,36,6,5,3,2
ed,88,#,#,#,#,#,0,0,0,0,0
find,88,that,themselves,a,and,to,18,6,3,3,1
influenced,88,by,the,in,a,aspects,56,6,5,2,1
basic,88,principles,elements,psychological,assumption,schools,4,3,2,2,1
within,87,the,a,psychology,this,complex,37,12,3,1,1
related,87,to,it,mostly,primarily,or,56,1,1,1,1
always,87,predict,predictable,particularly,chosen,clear,3,1,1,1,1
respond,87,to,more,differently,with,that,58,2,2,2,1
working,86,memory,in,on,with,conditions,24,10,8,3,1
believe,86,that,in,this,the,they,63,9,4,2,1
five,86,years,or,photos,men,inches,6,3,1,1,1
higher,86,on,in,social,for,cultural,6,3,3,2,1
primarily,86,to,in,acquired,practitioners,oriented,13,9,2,1,1
risk,86,of,taking,tolerance,factor,versus,27,5,2,2,1
cannot,86,be,prove,always,make,capture,28,1,1,1,1
file,85,jpg,png,svg,f,and,59,9,3,2,1
large,85,part,population,similar,amount,in,37,2,1,1,1
freud,85,believed,and,austrian,by,behaviouristic,12,6,1,1,1
hand,85,and,back,stand,must,format,5,2,1,1,1
later,85,in,proved,to,generations,trials,9,2,1,1,1
wiki,85,file,ecological,cerebral,consumer,#,82,1,1,1,0
questions,85,about,and,can,will,psychologists,11,7,2,2,1
task,84,at,or,and,itself,designed,4,4,4,2,1
data,84,from,in,and,within,objectively,8,4,4,1,1
therapist,84,that,relies,by,serves,upon,2,1,1,1,1
en,84,wikipedia,license,arcade,�airbus,barack,19,1,1,1,1
short,84,memory,stories,walk,thinking,periods,20,1,1,1,1
canadian,83,psychological,government,edition,edition�was,budget,10,4,2,1,1
second,82,was,year,woman,instruction,presentation,3,2,1,1,1
complex,82,adaptive,behaviour,ways,phenomenon,relationships,3,3,1,1,1
lives,81,is,work,are,just,through,2,2,1,1,1
aggressive,81,behaviour,or,play,thoughts,and,14,6,3,3,2
commons,81,wikimedia,attribution,by,dilemma,b,63,4,2,2,1
interest,80,in,�,them,loans,from,26,4,2,1,1
cc,80,by,license,#,#,#,72,1,0,0,0
experienced,80,in,as,agency,this,between,10,3,1,1,1
possible,79,to,that,and,through,in,22,11,2,2,2
tendency,79,to,of,than,�,when,56,3,2,1,1
mother,79,and,re,leaves,team,puts,6,2,2,1,1
still,79,have,could,for,the,used,2,2,1,1,1
techniques,79,that,to,in,are,of,17,7,6,4,3
type,79,of,indicator,and,brand,than,62,4,1,1,1
stages,79,of,n,as,moving,are,30,2,1,1,1
cognition,78,an,making,matters,from,came,3,2,1,1,1
action,78,of,and,is,using,patterns,17,5,2,1,1
sound,78,waves,of,with,they,behind,15,8,2,1,1
shown,78,in,the,in�table,neurogenesis,through,35,2,1,1,1
having,78,a,the,their,little,patients,11,4,2,1,1
must,78,be,have,actively,reduce,address,31,6,1,1,1
influences,78,on,that,of,acting,important,19,5,4,1,1
psychiatry,78,and,psychiatric,neuroscience,#,#,1,1,1,0,0
thought,77,of,that,is,�maybe,�oh,7,6,2,1,1
humans,77,and,have,are,good,evolved,11,7,4,1,1
reduce,77,the,it,accidents,a,drug,31,3,1,1,1
designed,77,to,for,with,in,primarily,64,4,2,2,1
cultures,77,are,in,react,feel,children,9,2,1,1,1
now,76,and,most,agree,become,canoes,2,1,1,1,1
four,76,lobes,women,functions�thinking,principal,functions,5,1,1,1,1
day,76,of,and,performs,may,than,5,3,1,1,1
perhaps,76,the,most,he,an,best,23,4,1,1,1
determined,76,by,that,to,at,through,42,3,2,2,2
physiological,76,psychology,bases,terms,perspective,events,3,1,1,1,1
pain,76,is,during,in,of�animals,relievers,6,3,2,1,1
goal,75,of,is,was,theory,setting,40,10,5,3,1
affect,75,their,behavioural,buying,sleep,consciousness,3,1,1,1,1
best,75,known,understood,in,opportunity,method,7,2,2,1,1
never,75,be,complete,all,hesitated,certain,8,2,1,1,1
usually,75,no,unconscious,enter,forgotten,food,2,1,1,1,1
licenses,75,by,issued,#,#,#,74,1,0,0,0
attributions,74,for,is,in,when,by,3,2,1,1,1
identity,74,are,of,had,versus,�,1,1,1,1,1
creativecommons,74,org,#,#,#,#,74,0,0,0,0
particular,74,psychological,function,statement,time,era,2,1,1,1,1
illness,73,is,in,or,occurred,types,8,4,3,2,1
v,73,n,nwxd,zy,dsesvrarhbk,sign,1,1,1,1,1
refers,73,to,both,primarily,#,#,70,2,1,0,0
seem,73,that,less,believable,easy,current,3,2,1,1,1
impact,73,on,of,that,are,may,29,29,1,1,1
references,73,#,#,#,#,#,0,0,0,0,0
genetic,73,factors,variables,heritage,relatedness,decline,7,2,1,1,1
normal,73,distribution,aging,state,effects,persons,7,2,2,1,1
field,72,of,settings,that,is,has,30,3,2,2,1
